x,y,z,vx,vy,vz
-374690338.0206777,44736710.41453008,70282666.17377579,-2.776161468668748,-19.11203333989962,-0.07615294335502476
-374926900.0651341,43085036.92551413,70275466.63314424,-2.699807605766102,-19.12109262096054,-0.0905021118263214
-375156864.0771984,41432595.39943431,70267027.58226073,-2.623429515196289,-19.12981197853124,-0.104845259186221
-375380228.035596,39779415.20478483,70257349.55459017,-2.547028863334718,-19.13819143501877,-0.1191820790195299
-375596990.0629756,38125525.70768831,70246433.11004888,-2.470607315353203,-19.14623102290975,-0.1335122654426337
-375807148.4258022,36470956.27102594,70234278.83495818,-2.39416653514506,-19.15393078474869,-0.1478355131161164
-376010701.5342431,34815736.25356945,70220887.34199671,-2.317708185251278,-19.16129077311188,-0.162151517256893
-376207647.9420483,33159895.00911545,70206259.2701519,-2.241233926790863,-19.16831105058477,-0.1764599736503003
-376397986.3464248,31503461.88562129,70190395.28467028,-2.164745419395,-19.17499168974868,-0.1907605786625934
-376581715.5879046,29846466.22434189,70173296.0770069,-2.088244321137173,-19.18133277316729,-0.2050530292538282
-376758834.6502073,28188937.35896899,70154962.36477327,-2.011732288448724,-19.18733439333549,-0.2193370229890332
-376929342.6600952,26530904.61477447,70135394.8916848,-1.935210976067812,-19.19299665268088,-0.2336122580506581
-377093238.8872238,24872397.30775195,70114594.42750676,-1.858682036956222,-19.19831966352847,-0.2478784332509836
-377250522.7439854,23213444.74376358,70092561.76799938,-1.782147122234084,-19.20330354807834,-0.2621352480440038
-377401193.7853473,21554076.21768783,70069297.73486201,-1.705607881109333,-19.20794843837862,-0.2763824025374326
-377545251.7086829,19894321.01256964,70044803.17567591,-1.629065960808207,-19.21225447630091,-0.2906195975048513
-377682696.3535978,18234208.39877287,70019078.96384639,-1.552523006505625,-19.21622181351296,-0.304846534397675
-377813527.7017498,16573767.63313504,69992125.99854356,-1.475980661255989,-19.21985061145114,-0.3190629153570859
-377937745.8766626,14913027.95812461,69963945.20464236,-1.399440565924272,-19.22314104129273,-0.3332684432259638
-378055351.1435333,13252018.60100049,69934537.53266136,-1.322904359117366,-19.22609328392799,-0.3474628215607636
-378166343.9090348,11590768.77297412,69903903.95870064,-1.246373677115697,-19.22870752993147,-0.3616457546433525
-378270724.7211117,9929307.668373976,69872045.48437846,-1.169850153805194,-19.23098397953261,-0.3758169474927415
-378368494.2687701,8267664.463812683,69838963.13676724,-1.093335420609682,-19.23292284258573,-0.3899761058767295
-378459653.3818629,6605868.317356791,69804657.96832828,-1.016831106423665,-19.23452433853973,-0.4041229363235228
-378544203.0308675,4943948.367699053,69769131.05684562,-0.9403388375454642,-19.23578869640766,-0.4182571461332545
-378622144.326659,3281933.733333416,69732383.50535876,-0.863860237610693,-19.23671615473573,-0.432378443389462
-378693478.520277,1619853.511732817,69694416.44209455,-0.7873969275263208,-19.2373069615702,-0.4464865369703199
-378758207.0026876,-42263.22147029266,69655231.02039802,-0.7109505254051072,-19.23756137442632,-0.4605811365599806
-378816331.3045384,-1704387.413300626,69614828.41866228,-0.6345226465003045,-19.23747966025476,-0.4746619526596989
-378867853.0959094,-3366490.034253884,69573209.84025744,-0.5581149031409927,-19.23706209540829,-0.4887286965988924
-378912774.1860569,-5028542.079107553,69530376.51345856,-0.4817289046677031,-19.23630896560792,-0.5027810805461215
-378951096.5231528,-6690514.567728911,69486329.69137274,-0.4053662573684587,-19.23522056590827,-0.516818817519967
-378982822.1940184,-8352378.545879878,69441070.65186507,-0.3290285644153332,-19.23379720066266,-0.5308416213998104
-379007953.4238519,-10014105.08601898,69394600.69748399,-0.2527174258013045,-19.2320391834875,-0.5448492069365267
-379026492.5759514,-11675665.28810001,69346921.15538533,-0.1764344382775639,-19.22994683722633,-0.5588412897631105
-379038442.1514322,-13337030.28036781,69298033.37725589,-0.1001811952912429,-19.22752049391318,-0.5728175864051472
-379043804.7889381,-14998171.22015058,69247938.73923558,-0.02395928692359857,-19.22476049473562,-0.5867778142912554
-379042583.2643486,-16659059.29464926,69196638.64183918,0.05222970017147543,-19.2216671899972,-0.6007216917633968
-379034780.4904796,-18319665.72172345,69144134.50987685,0.1283841828284411,-19.21824093907944,-0.6146489380870985
-379020399.5167801,-19979961.75067411,69090427.79237397,0.2045025814306887,-19.21448211040342,-0.6285592734615921
-378999443.5290218,-21639918.66302287,69035519.96249,0.2805833199707002,-19.21039108139078,-0.6424524190298335
-378971915.8489859,-23299507.773288,68979412.51743656,0.3566248261097555,-19.20596823842437,-0.6563280968884291
-378937819.9341428,-24958700.42975696,68922106.97839452,0.4326255312371996,-19.20121397680843,-0.6701860300974634
-378897159.3773279,-26617468.01525544,68863604.89043042,0.5085838705292526,-19.1961287007283,-0.6840259426902442
-378849937.9064114,-28275781.94791293,68803907.82241188,0.584498283007372,-19.1907128232097,-0.697847559682895
-378796159.3839641,-29933613.68192479,68743017.36692242,0.6603672115961454,-19.18496676607761,-0.7116506070838797
-378735827.8069171,-31590934.7083107,68680935.1401751,0.7361891031807207,-19.1788909599147,-0.7254348119034297
-378668947.306218,-33247716.55566945,68617662.7819258,0.8119624086637534,-19.17248584401933,-0.739199902162806
-378595522.1464804,-34903930.79093023,68553201.9553853,0.8876855830218743,-19.16575186636318,-0.7529456069035279
-378515556.72563,-36559549.02010018,68487554.34713078,0.9633570853616837,-19.15868948354843,-0.7666716561964115
-378429055.5745453,-38214542.88900809,68420721.6670165,1.038975378975241,-19.15129916076453,-0.7803777811505679
-378336023.3566936,-39868884.08404453,68352705.64808382,1.114538931395003,-19.14358137174464,-0.7940637139222222
-378236464.8677621,-41522544.33289815,68283508.04647014,1.190046214448584,-19.13553659872153,-0.8077291877235124
-378130385.0352849,-43175495.40528808,68213130.64131741,1.265495704312328,-19.12716533238331,-0.8213739368310176
-378017788.9182644,-44827709.11369252,68141575.23467988,1.340885881565009,-19.11846807182852,-0.8349976965943258
-377898681.706789,-46479157.31407357,68068843.65143085,1.416215231240846,-19.10944532452102,-0.8486002034444118
-377773068.7216458,-48129811.9065979,67994937.73916903,1.491482242881916,-19.10009760624442,-0.8621811949019005
-377640955.4139287,-49779644.83635365,67919859.36812398,1.566685410589989,-19.09042544105616,-0.875740409585239
-377502347.3646426,-51428628.09406327,67843610.4310608,1.641823233077165,-19.08042936124156,-0.8892775872186904
-377357250.2843025,-53076733.71679247,67766192.84318455,1.716894213720376,-19.07010990726564,-0.9027924686403548
-377205670.0125285,-54723933.78865483,67687608.5420433,1.791896860606075,-19.0594676277284,-0.9162847958098492
-377047612.5176365,-56370200.44151264,67607859.4874312,1.866829686583645,-19.04850307931612,-0.929754311816076
-376883083.896225,-58015505.85567345,67526947.66129038,1.941691209314319,-19.03721682675324,-0.9432007608847828
-376712090.3727566,-59659822.26058265,67444875.06761256,2.016479951319739,-19.02560944275497,-0.9566238883860247
-376534638.2991363,-61303121.93551067,67361643.73233975,2.091194440028299,-19.01368150798444,-0.9700234408417616
-376350734.1542862,-62945377.21024135,67277255.7032644,2.165833207829835,-19.00143361098159,-0.9833991659321502
-376160384.5437135,-64586560.4657448,67191713.04992914,2.240394792112486,-18.98886634814542,-0.996750812503918
-375963596.1990771,-66226644.13485813,67105017.86352562,2.314877735315788,-18.97598032366688,-1.010078130576755
-375760375.97775,-67865600.7029556,67017172.25679284,2.389280584975197,-18.96277614948436,-1.023380871350402
-375550730.8623754,-69503402.70861547,66928178.36391492,2.463601893768763,-18.94925444522531,-1.036658787210919
-375334667.9604222,-71140022.74428257,66838038.34041835,2.537840219561466,-18.93541583816455,-1.049911631737962
-375112194.5037336,-72775433.45692658,66746754.36306852,2.611994125448611,-18.92126096316997,-1.063139159710968
-374883317.8480739,-74409607.5486961,66654328.62976582,2.686062179801453,-18.90679046265316,-1.076341127115884
-374648045.4726709,-76042517.77756804,66560763.3594411,2.760042956310032,-18.89200498651669,-1.089517291151378
-374406384.979754,-77674136.95799273,66466060.79195064,2.833935034025517,-18.87690519210353,-1.102667410235082
-374158344.0940892,-79304437.96153441,66370223.18797055,2.907736997404091,-18.86149174414398,-1.115791244009799
-373903930.6625115,-80933393.71750727,66273252.82889067,2.981447436344681,-18.84576531470566,-1.12888855334933
-373643152.6534506,-82560977.2136073,66175152.0167079,3.055064946242633,-18.82972658313861,-1.141959100365344
-373376018.1564564,-84187161.4965389,66075923.07391907,3.128588128007897,-18.81337623602228,-1.155002648411117
-373102535.3817196,-85811919.67263755,65975568.34341342,3.202015588127672,-18.79671496711645,-1.168018962089629
-372822712.6595883,-87435224.90848777,65874090.18836428,3.27534593869976,-18.77974347730538,-1.18100780725842
-372536558.4400818,-89057050.43153617,65771490.9921205,3.348577797466827,-18.76246247454333,-1.193968951034567
-372244081.2924008,-90677369.5307003,65667773.15809744,3.421709787854407,-18.74487267380112,-1.206902161800081
-371945289.9044358,-92296155.55697231,65562939.10966736,3.494740539014298,-18.72697479701549,-1.219807209208016
-371640193.0822689,-93913381.92401871,65456991.29004945,3.567668685864557,-18.70876957303322,-1.232683864187758
-371328799.7496754,-95529022.10877484,65349932.16219921,3.640492869126386,-18.69025773755454,-1.245531898949949
-371011118.9476203,-97143049.6520347,65241764.20869771,3.713211735350684,-18.67144003308275,-1.258351086990968
-370687159.8337534,-98755438.15903644,65132489.93164012,3.785823936961015,-18.65231720886532,-1.271141203098091
-370356931.6819001,-100366161.3000428,65022111.85252409,3.858328132289371,-18.63289002084575,-1.283902023354929
-370020443.881549,-101975192.810917,64910632.51213744,3.930722985621276,-18.61315923160203,-1.296633325146471
-369677705.9373367,-103582506.4936939,64798054.47044559,4.003007167205929,-18.59312561029405,-1.309334887161681
-369328727.4685313,-105188076.2171459,64684380.30647873,4.075179353311282,-18.57278993261203,-1.322006489400194
-368973518.2085096,-106791875.9173457,64569612.61821824,4.147238226248579,-18.55215298071685,-1.334647913175496
-368612088.0042352,-108393879.5982213,64453754.02248322,4.219182474404175,-18.53121554318378,-1.34725894111903
-368244446.8157308,-109994061.3321097,64336807.15481622,4.291010792274065,-18.50997841495561,-1.359839357185216
-367870604.71555,-111592395.2603035,64218774.66936889,4.362721880493969,-18.48844239727626,-1.372388946654452
-367490571.8882453,-113188855.5935927,64099659.23878722,4.434314445869226,-18.4666082976386,-1.384907496137195
-367104358.6298332,-114783416.6128033,63979463.55409646,4.505787201405405,-18.44447692973154,-1.397394793578012
-366711975.3472578,-116376052.6693294,63858190.32458569,4.577138866338308,-18.42204911338294,-1.409850628259179
-366313432.5578511,-117966738.1856612,63735842.27769209,4.648368166162644,-18.39932567450109,-1.422274790804026
-365908740.8887908,-119555447.6559081,63612422.15888491,4.719473832659904,-18.37630744501742,-1.434667073180242
-365497911.0765562,-121142155.6463167,63487932.73154922,4.790454603926303,-18.352995262831,-1.447027268703327
-365080953.9663813,-122726836.7957836,63362376.77686924,4.86130922440091,-18.32938997175353,-1.459355172040064
-364657880.5117054,-124309465.8163645,63235757.09371154,4.932036444893058,-18.30549242145222,-1.4716505792117
-364228701.7736219,-125890017.4937768,63108076.49850783,5.002635022608088,-18.28130346738987,-1.483913287596758
-363793428.9203244,-127468466.6878982,62979337.82513753,5.073103721171978,-18.25682397076564,-1.496143095933726
-363352073.226551,-129044788.3332602,62849543.92481022,5.14344131065985,-18.23205479846675,-1.508339804325007
-362904646.0730255,-130618957.4395366,62718697.66594763,5.213646567619225,-18.20699682300122,-1.520503214238774
-362451158.9458977,-132190949.0920269,62586801.93406552,5.283718275094882,-18.18165092244579,-1.532633128512209
-361991623.4361809,-133760738.4521347,62453859.63165528,5.353655222653268,-18.1560179803866,-1.544729351354051
-361526051.2391871,-135328300.7578416,62319873.67806532,5.423456206405856,-18.13009888586206,-1.556791688347214
-361054454.1539608,-136893611.3241752,62184847.00938222,5.493120029032684,-18.10389453330485,-1.568819946451291
-360576844.0827101,-138456645.5436736,62048782.5783117,5.562645499804847,-18.07740582248447,-1.580813934004981
-360093233.0302368,-140017378.886843,61911683.35405939,5.632031434606558,-18.05063365844947,-1.592773460728417
-359603633.1033639,-141575786.9026119,61773552.3222113,5.701276655956979,-18.02357895147014,-1.604698337725416
-359108056.510361,-143131845.2187798,61634392.48461419,5.770379993031285,-17.99624261698025,-1.616588377485614
-358606515.5603691,-144685529.5424605,61494206.85925585,5.83934028168123,-17.96862557551999,-1.628443393886514
-358099022.6628222,-146236815.660521,61352998.48014497,5.908156364455369,-17.94072875267825,-1.640263202195475
-357585590.3268681,-147785679.4400154,61210770.39719108,5.976827090618298,-17.91255307903482,-1.65204761907149
-357066231.1607874,-149332096.8286133,61067525.67608413,6.045351316169795,-17.88409949010315,-1.663796462566985
-356540957.8714108,-150876043.8550235,60923267.39817411,6.113727903863213,-17.85536892627281,-1.675509552129449
-356009783.2635345,-152417496.6294135,60777998.66035046,6.181955723223416,-17.82636233275184,-1.687186708602965
-355472720.2393345,-153956431.3438226,60631722.57492124,6.250033650563846,-17.79708065950953,-1.698827754229639
-354929781.7977799,-155492824.2725709,60484442.26949242,6.31796056900353,-17.76752486121893,-1.710432512650933
-354380981.0340433,-157026651.7726638,60336160.88684681,6.385735368483181,-17.73769589719942,-1.7220008089089
-353826331.1389114,-158557890.2841902,60186881.58482305,6.453356945780846,-17.7075947313595,-1.73353246944728
-353265845.3981932,-160086516.3307171,60036607.53619444,6.520824204527086,-17.6772223321394,-1.745027322112555
-352699537.1921276,-161612506.5196783,59885341.9285477,6.588136055219552,-17.6465796724538,-1.756485196154843
-352127419.9947894,-163135837.5427587,59733087.96416171,6.655291415237033,-17.61566772963469,-1.767905922228731
-351549507.3734937,-164656486.1762735,59579848.85988608,6.722289208853025,-17.58448748537407,-1.779289332394005
-350965812.9882005,-166174429.2815424,59425627.84701973,6.789128367248744,-17.5530399256669,-1.790635260116279
-350376350.5909168,-167689643.8052588,59270428.17118939,6.855807828525642,-17.52132604075399,-1.801943540267518
-349781134.025098,-169202106.7798544,59114253.09222809,6.922326537717411,-17.48934682506494,-1.8132140091265
-349180177.2250491,-170711795.3238583,58957105.88405356,6.988683446801484,-17.45710327716118,-1.824446504379158
-348573494.2153233,-172218686.6422521,58798989.83454668,7.054877514710038,-17.42459639967908,-1.835640865118836
-347961099.1101218,-173722758.0268188,58639908.2454299,7.120907707340509,-17.39182719927309,-1.846796931846471
-347343006.1126909,-175223986.8564883,58479864.43214555,7.186772997565599,-17.35879668655899,-1.857914546470676
-346719229.5147186,-176722350.5976763,58318861.7237342,7.25247236524281,-17.32550587605723,-1.868993552307723
-346089783.6957316,-178217826.80462,58156903.46271314,7.318004797223489,-17.29195578613634,-1.880033794081466
-345454683.1224902,-179710393.119708,57993993.00495473,7.383369287361385,-17.25814743895637,-1.891035117923154
-344813942.3483825,-181200027.2738049,57830133.71956471,7.448564836520755,-17.22408186041258,-1.901997371371176
-344167576.0128193,-182686707.0865723,57665328.98876084,7.51359045258389,-17.18976008007907,-1.912920403370692
-343515598.8406267,-184170410.4667837,57499582.2077512,7.578445150458372,-17.15518313115267,-1.92380406427323
-342858025.6414389,-185651115.4126353,57332896.78461275,7.643127952083696,-17.12035205039715,-1.934648205836182
-342194871.3090908,-187128800.0120521,57165276.14016995,7.707637886437393,-17.08526787808614,-1.945452681222126
-341526150.8210093,-188603442.4429879,56996723.70787328,7.771973989540858,-17.04993165794884,-1.956217344998245
-340851879.2376045,-190075020.9737224,56827242.93367801,7.836135304464478,-17.01434443711347,-1.966942053135492
-340172071.7016606,-191543513.9631515,56656837.27592283,7.90012088133242,-16.97850726605195,-1.977626663007776
-339486743.4377262,-193008899.8610748,56485510.20520889,7.96392977732725,-16.94242119852421,-1.988271033391014
-338795909.7515042,-194471157.2084766,56313265.20427841,8.027561056693544,-16.90608729152315,-1.998875024462152
-338099586.0292416,-195930264.6378031,56140105.76789394,8.091013790741487,-16.86950660521958,-2.009438497798125
-337397787.7371187,-197386200.8732345,55966035.40271734,8.15428705784934,-16.83268020290663,-2.019961316374404
-336690530.420639,-198838944.7309526,55791057.62718894,8.217379943466646,-16.79560915094584,-2.030443344564138
-335977829.7040167,-200288475.1194032,55615175.97140697,8.280291540116025,-16.75829451871254,-2.040884448136641
-335259701.2895676,-201734771.0395545,55438393.97700693,8.343020947395301,-16.72073737854271,-2.051284494256151
-334536160.9570955,-203177811.5851506,55260715.19704108,8.405567271975665,-16.68293880567015,-2.061643351479531
-333807224.5632827,-204617575.9429588,55082143.19585827,8.467929627607788,-16.6448998781857,-2.071960889756057
-333072908.0410776,-206054043.3930152,54902681.54898369,8.530107135117747,-16.60662167697518,-2.082236980424844
-332333227.3990835,-207487193.3088628,54722333.84299876,8.592098922409024,-16.56810528566657,-2.092471496213407
-331588198.720947,-208917005.1577869,54541103.67542139,8.653904124460741,-16.52935179057613,-2.102664311235728
-330837838.1647472,-210343458.5010447,54358994.65458625,8.715521883325806,-16.49036228065581,-2.112815300990349
-330082161.962384,-211766532.9940909,54176010.39952512,8.776951348131844,-16.45113784744014,-2.122924342358693
-329321186.4189672,-213186208.3867982,53992154.53984758,8.838191675078399,-16.41167958499314,-2.132991313602956
-328554927.9122055,-214602464.5236739,53807430.71562178,8.89924202743443,-16.37198858985509,-2.143016094363959
-327783402.8917959,-216015281.3440715,53621842.57725545,8.960101575534752,-16.33206596098924,-2.15299856565888
-327006627.8788133,-217424638.8823977,53435393.78537698,9.020769496777334,-16.29191279973003,-2.162938609879115
-326224619.4651006,-218830517.2683149,53248088.01071698,9.081244975620846,-16.25153020973079,-2.172836110788092
-325437394.3126583,-220232896.7269398,53059928.93398963,9.141527203580612,-16.21091929691174,-2.182690953518905
-324644969.1530353,-221631757.5790362,52870920.24577454,9.20161537922336,-16.17008116940724,-2.192503024571748
-323847360.7867203,-223027080.2412049,52681065.64639875,9.26150870816113,-16.12901693751423,-2.202272211811306
-323044586.0825325,-224418845.2260677,52490368.84581894,9.321206403049882,-16.08772771364104,-2.211998404464596
-322236661.9770138,-225807033.1424481,52298833.56350377,9.380707683582052,-16.0462146122568,-2.221681493118221
-321423605.4738203,-227191624.695546,52106463.52831666,9.44001177648048,-16.00447874983418,-2.231321369715203
-320605433.6431168,-228572600.6871109,51913262.47839855,9.499117915487451,-15.96252124481666,-2.240917927553292
-319782163.6209686,-229949942.0156074,51719234.1610511,9.558025341376508,-15.9203432175354,-2.25047106128124
-318953812.6087357,-231323629.6763777,51524382.33262008,9.616733301919592,-15.87794579019284,-2.259980666896342
-318120397.8724681,-232693644.7618006,51328710.75837888,9.675241051893538,-15.83533008679413,-2.269446641741329
-317281936.7423005,-234059968.4614456,51132223.21241249,9.733547853075109,-15.79249723310154,-2.278868884501974
-316438446.6118482,-235422582.0622215,50934923.47750155,9.791652974229454,-15.74944835657935,-2.288247295203327
-315589944.9376037,-236781466.9485222,50736815.34500673,9.849555691100882,-15.70618458634906,-2.297581775206919
-314736449.2383339,-238136604.6023675,50537902.61475355,9.907255286400646,-15.66270705314501,-2.306872227207681
-313877977.0944791,-239487976.6035407,50338189.09491712,9.96475104980119,-15.61901688926282,-2.316118555230804
-313014546.1475508,-240835564.6297207,50137678.60190738,10.02204227792902,-15.57511522850466,-2.325320664628215
-312146174.0995326,-242179350.4566103,49936374.96025478,10.0791282743531,-15.53100320612926,-2.334478462074919
-311272878.71228,-243519315.9580602,49734282.00249602,10.13600834956986,-15.48668195881197,-2.343591855565847
-310394677.8069229,-244855443.1061894,49531403.56906002,10.19268182099173,-15.44215262460574,-2.352660754413043
-309511589.2632679,-246187713.971502,49327743.50815447,10.24914801294889,-15.39741634286464,-2.361685069241008
-308623631.0192015,-247516110.7229968,49123305.67565248,10.30540625665943,-15.35247425422211,-2.370664711983506
-307730821.0700957,-248840615.6282771,48918093.93497969,10.36145589022988,-15.30732750053209,-2.37959959588017
-306833177.468213,-250161211.0536535,48712112.15700159,10.41729625863839,-15.26197722482446,-2.388489635472623
-305930718.3221133,-251477879.4642433,48505364.21991105,10.47292671372281,-15.21642457125663,-2.397334746600691
-305023461.7960619,-252790603.4240662,48297854.00911655,10.52834661416776,-15.17067068506805,-2.406134846398789
-304111426.1094384,-254099365.5961353,48089585.41713025,10.58355532549156,-15.12471671253246,-2.414889853292031
-303194629.5361468,-255404148.7425452,47880562.34345685,10.63855222003292,-15.07856380091189,-2.423599686992471
-302273090.4040272,-256704935.7245547,47670788.69448246,10.69333667693754,-15.03221309840957,-2.432264268495214
-301346827.0942675,-258001709.5026662,47460268.38336392,10.74790808214307,-14.98566575412371,-2.440883520074433
-300415858.040818,-259294453.1367016,47249005.32991839,10.80226582836693,-14.93892291800275,-2.449457365279735
-299480201.7298058,-260583149.7858731,47037003.46051352,10.85640931509085,-14.8919857407986,-2.457985728932059
-298539876.6989509,-261867782.7088512,46824266.70795753,10.91033794854647,-14.84485537402056,-2.466468537119669
-297594901.5369841,-263148335.2638275,46610799.01139008,10.96405114170064,-14.79753296989084,-2.474905717194262
-296645294.8830652,-264424790.9085752,46396604.31617322,11.01754831424114,-14.75001968129909,-2.483297197766979
-295691075.4262031,-265697133.2005041,46181686.57378265,11.07082889256095,-14.70231666175811,-2.491642908704375
-294732261.9046777,-266965345.7967129,45966049.74169958,11.12389230974342,-14.65442506535827,-2.499942781124307
-293768873.1054617,-268229412.4540372,45749697.78330274,11.17673800554672,-14.60634604672409,-2.508196747391922
-292800927.8636445,-269489317.0290934,45532634.66776071,11.22936542638819,-14.55808076096995,-2.516404741115517
-291828445.0618588,-270745043.4783195,45314864.36992482,11.28177402532873,-14.50963036365646,-2.524566697142413
-290851443.6297058,-271996575.8580117,45096390.87022219,11.33396326205662,-14.46099601074713,-2.532682551554784
-289869942.543184,-273243898.3243573,44877218.15454923,11.38593260287145,-14.41217885856541,-2.540752241665445
-288883960.8241189,-274486995.1334637,44657350.21416553,11.43768152066773,-14.36318006375205,-2.548775706013605
-287893517.5395932,-275725850.6413848,44436791.04558808,11.48920949491824,-14.31400078322283,-2.556752884360591
-286898631.8013797,-276960449.3041418,44215544.65048584,11.54051601165723,-14.26464217412668,-2.564683717685517
-285899322.7653751,-278190775.6777424,43993615.0355747,11.59160056346338,-14.21510539380414,-2.572568148180903
-284895609.6310352,-279416814.4181954,43771006.21251284,11.64246264944246,-14.16539159974622,-2.580406119248265
-283887511.6408117,-280638550.2815217,43547722.19779658,11.69310177520978,-14.11550194955367,-2.588197575493634
-282875048.0795906,-281855968.1237625,43323767.01265636,11.74351745287242,-14.06543760089657,-2.595942462723046
-281858238.2741319,-283069052.9009827,43099144.68295322,11.7937092010111,-14.01519971147436,-2.603640727937946
-280837101.5925113,-284277789.6692727,42873859.23907588,11.84367654466187,-13.96478943897625,-2.611292319330593
-279811657.4435633,-285482163.5847453,42647914.715838,11.89341901529746,-13.91420794104194,-2.618897186279362
